rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Unknown,South,West,Midwest,Northeast,U.S. Territories,regionOfCitizenship
534,5000,Fashion & Retail,Chip Wilson,66.0,Canada,Vancouver,Lululemon,Fashion & Retail,Canada,Lululemon,True,D,M,1/1/1957 0:00,Wilson,Chip,Chairman,04/04/2023,Unknown,Unknown,1957.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
534,5000,Real Estate,Zhu Yan & family,,China,Beijing,Real estate,Real Estate,China,Unknown,False,U,F,,Zhu,Yan,Unknown,04/04/2023,Unknown,Unknown,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
552,4900,Manufacturing,Jim Davis & family,79.0,United States,Newton,New Balance,Manufacturing,United States,New Balance,True,D,M,5/17/1943 0:00,Davis,Jim,Chairman,04/04/2023,Massachusetts,Northeast,1943.0,5.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Healthcare,Murali Divi & family,72.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,Unknown,True,D,M,3/17/1951 0:00,Divi,Murali,Unknown,04/04/2023,Unknown,Unknown,1951.0,3.0,17.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
552,4900,Technology,Dagmar Dolby & family,81.0,United States,San Francisco,Dolby Laboratories,Technology,United States,Unknown,False,U,F,6/28/1941 0:00,Dolby,Dagmar,Unknown,04/04/2023,California,West,1941.0,6.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Technology,Marcos Galperin,,Argentina,Buenos Aires,E-commerce,Technology,Argentina,Unknown,True,U,M,,Galperin,Marcos,Unknown,04/04/2023,Unknown,Unknown,,,,232.75,53.5,"$449,663,446,954 ",90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
552,4900,Service,Tom Golisano,81.0,United States,Naples,Payroll services,Service,United States,Unknown,True,D,M,11/14/1941 0:00,Golisano,Tom,Unknown,04/04/2023,Florida,South,1941.0,11.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Finance & Investments,Jonathan Gray,53.0,United States,New York,Investments,Finance & Investments,United States,Unknown,True,D,M,2/4/1970 0:00,Gray,Jonathan,Unknown,04/04/2023,New York,Northeast,1970.0,2.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Finance & Investments,Bidzina Ivanishvili,67.0,Georgia,Tbilisi,Investments,Finance & Investments,Georgia,Unknown,True,U,M,2/18/1956 0:00,Ivanishvili,Bidzina,Unknown,04/04/2023,Unknown,Unknown,1956.0,2.0,18.0,133.61,4.9,"$17,743,195,770 ",63.9,98.6,73.6,21.7,9.9,3720382.0,42.315407,43.356892,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
552,4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94.0,Indonesia,Jakarta,"Palm oil, nickel mining",Metals & Mining,Indonesia,Unknown,True,U,M,11/1/1928 0:00,Lim,Hariyanto Wijaya Sarwono,Unknown,04/04/2023,Unknown,Unknown,1928.0,11.0,1.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
552,4900,Healthcare,Rudolf Maag,77.0,Switzerland,Binningen,Medical devices,Healthcare,Switzerland,Unknown,True,D,M,1/31/1946 0:00,Maag,Rudolf,Unknown,04/04/2023,Unknown,Unknown,1946.0,1.0,31.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
552,4900,Food & Beverage,Emanuele (Lino) Saputo & family,86.0,Canada,Montreal,Cheese,Food & Beverage,Canada,Saputo,False,U,M,1/1/1937 0:00,Saputo,Emanuele (Lino),Chairman,04/04/2023,Unknown,Unknown,1937.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Automotive,Mark Shoen,72.0,United States,Phoenix,U-Haul,Automotive,United States,Unknown,False,U,M,11/20/1950 0:00,Shoen,Mark,Unknown,04/04/2023,Arizona,West,1950.0,11.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Sports,Dan Snyder,58.0,United States,Potomac,Washington Commanders,Sports,United States,Unknown,True,U,M,11/23/1964 0:00,Snyder,Dan,Unknown,04/04/2023,Maryland,South,1964.0,11.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Diversified,Chairul Tanjung,60.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,Unknown,True,D,M,6/18/1962 0:00,Tanjung,Chairul,Unknown,04/04/2023,Unknown,Unknown,1962.0,6.0,18.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
552,4900,Energy,Kelcy Warren,67.0,United States,Dallas,Pipelines,Energy,United States,Unknown,True,U,M,11/9/1955 0:00,Warren,Kelcy,Unknown,04/04/2023,Texas,South,1955.0,11.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
552,4900,Fashion & Retail,Zhang Tao,50.0,China,Beijing,E-commerce,Fashion & Retail,China,Unknown,True,D,M,11/1/1972 0:00,Zhang,Tao,Unknown,04/04/2023,Unknown,Unknown,1972.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
567,4800,Fashion & Retail,Michael Ashley,58.0,United Kingdom,Hertfordshire,Sports retailing,Fashion & Retail,United Kingdom,Unknown,True,U,M,9/12/1964 0:00,Ashley,Michael,Unknown,04/04/2023,Unknown,Unknown,1964.0,9.0,12.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
567,4800,Fashion & Retail,Tomasz Biernacki,50.0,Poland,"Krotoszyn,",Supermarkets,Fashion & Retail,Poland,Unknown,True,U,M,1/1/1973 0:00,Biernacki,Tomasz,Unknown,04/04/2023,Unknown,Unknown,1973.0,1.0,1.0,114.11,2.2,"$592,164,400,688 ",67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
567,4800,Healthcare,Bernard Broermann,79.0,Germany,Koenigstein,Hospitals,Healthcare,Germany,Unknown,True,U,M,11/22/1943 0:00,Broermann,Bernard,Unknown,04/04/2023,Unknown,Unknown,1943.0,11.0,22.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
567,4800,Fashion & Retail,Jimmy Haslam,69.0,United States,Knoxville,"Gas stations, retail",Fashion & Retail,United States,Pilot Flying J,False,U,M,3/9/1954 0:00,Haslam,Jimmy,CEO,04/04/2023,Tennessee,South,1954.0,3.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Manufacturing,H. Fisk Johnson,64.0,United States,Racine,Cleaning products,Manufacturing,United States,Unknown,False,U,M,5/19/1958 0:00,Johnson,H. Fisk,Unknown,04/04/2023,Wisconsin,Midwest,1958.0,5.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Manufacturing,S. Curtis Johnson,67.0,United States,Racine,Cleaning products,Manufacturing,United States,Unknown,False,U,M,5/5/1955 0:00,Johnson,S. Curtis,Unknown,04/04/2023,Wisconsin,Midwest,1955.0,5.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Manufacturing,Helen Johnson-Leipold,66.0,United States,Racine,Cleaning products,Manufacturing,United States,Unknown,False,U,F,12/30/1956 0:00,Johnson-Leipold,Helen,Unknown,04/04/2023,Wisconsin,Midwest,1956.0,12.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Technology,Vinod Khosla,68.0,United States,Portola Valley,Venture capital,Technology,United States,Khosla Ventures,True,D,M,1/28/1955 0:00,Khosla,Vinod,Investor,04/04/2023,California,West,1955.0,1.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Technology,Thai Lee,64.0,United States,Austin,IT provider,Technology,United States,Unknown,True,U,F,11/27/1958 0:00,Lee,Thai,Unknown,04/04/2023,Texas,South,1958.0,11.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Manufacturing,Winifred J. Marquart,63.0,United States,Virginia Beach,Cleaning products,Manufacturing,United States,Unknown,False,U,F,4/6/1959 0:00,Marquart,Winifred J.,Unknown,04/04/2023,Virginia,South,1959.0,4.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
567,4800,Healthcare,Pankaj Patel,70.0,India,Ahmedabad,Pharmaceuticals,Healthcare,India,Unknown,False,U,M,3/19/1953 0:00,Patel,Pankaj,Unknown,04/04/2023,Unknown,Unknown,1953.0,3.0,19.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
567,4800,Manufacturing,Horst Julius Pudwill,78.0,Hong Kong,Hong Kong,Manufacturing,Manufacturing,Germany,Unknown,True,D,M,10/23/1944 0:00,Pudwill,Horst Julius,Unknown,04/04/2023,Unknown,Unknown,1944.0,10.0,23.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
567,4800,Finance & Investments,Yu Yong,62.0,China,Shanghai,Mining,Finance & Investments,China,Unknown,True,U,M,2/1/1961 0:00,Yu,Yong,Unknown,04/04/2023,Unknown,Unknown,1961.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Diversified,Maria Fernanda Amorim & family,88.0,Portugal,Grijo,"Energy, investments",Diversified,Portugal,Unknown,False,E,F,1/16/1935 0:00,Amorim,Maria Fernanda,Unknown,04/04/2023,Unknown,Unknown,1935.0,1.0,16.0,110.62,0.3,"$237,686,075,635 ",63.9,106.2,81.3,22.8,39.8,10269417.0,39.399872,-8.224454,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
580,4700,Sports,Gayle Benson,76.0,United States,New Orleans,New Orleans Saints,Sports,United States,Unknown,False,U,F,1/26/1947 0:00,Benson,Gayle,Unknown,04/04/2023,Louisiana,South,1947.0,1.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
580,4700,Technology,Jason Chang,78.0,Taiwan,Taipei,Electronics,Technology,Singapore,Unknown,True,U,M,5/1/1944 0:00,Chang,Jason,Unknown,04/04/2023,Unknown,Unknown,1944.0,5.0,1.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Manufacturing,Ali Erdemoglu,63.0,Turkey,Istanbul,Carpet,Manufacturing,Turkey,Unknown,True,U,M,11/20/1959 0:00,Erdemoglu,Ali,Unknown,04/04/2023,Unknown,Unknown,1959.0,11.0,20.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Finance & Investments,Andre Esteves,54.0,Brazil,Sao paulo,Banking,Finance & Investments,Brazil,Unknown,True,D,M,7/12/1968 0:00,Esteves,Andre,Unknown,04/04/2023,Unknown,Unknown,1968.0,7.0,12.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
580,4700,Real Estate,Carlo Fidani,68.0,Canada,Toronto,Real estate,Real Estate,Canada,Orlando Corporation,False,U,M,1/1/1955 0:00,Fidani,Carlo,Chairman,04/04/2023,Unknown,Unknown,1955.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
580,4700,Technology,Hong Ra-hee,77.0,South Korea,Seoul,Samsung,Technology,South Korea,Unknown,False,D,F,7/15/1945 0:00,Hong,Ra-hee,Unknown,04/04/2023,Unknown,Unknown,1945.0,7.0,15.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Manufacturing,Li Gaiteng,50.0,China,Shanghai,Hair dryers,Manufacturing,China,Unknown,True,U,M,4/8/1972 0:00,Li,Gaiteng,Unknown,04/04/2023,Unknown,Unknown,1972.0,4.0,8.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Media & Entertainment,Thomas Secunda,68.0,United States,Croton-on-Hudson,Bloomberg LP,Media & Entertainment,United States,Unknown,True,U,M,6/23/1954 0:00,Secunda,Thomas,Unknown,04/04/2023,New York,Northeast,1954.0,6.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
580,4700,Diversified,Zuowen Song,76.0,China,Longkou,"Aluminum, diversified",Diversified,China,Unknown,True,U,M,3/19/1947 0:00,Song,Zuowen,Unknown,04/04/2023,Unknown,Unknown,1947.0,3.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
580,4700,Media & Entertainment,Tim Sweeney,52.0,United States,Cary,Video games,Media & Entertainment,United States,Unknown,True,D,M,12/13/1970 0:00,Sweeney,Tim,Unknown,04/04/2023,North Carolina,South,1970.0,12.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Food & Beverage,Bert Beveridge,61.0,United States,Austin,Vodka,Food & Beverage,United States,Unknown,True,U,M,1/1/1962 0:00,Beveridge,Bert,Unknown,04/04/2023,Texas,South,1962.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Media & Entertainment,Mark Cuban,64.0,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,United States,Dallas Mavericks,True,D,M,7/31/1958 0:00,Cuban,Mark,Owner,04/04/2023,Texas,South,1958.0,7.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Media & Entertainment,Charles Dolan & family,96.0,United States,Oyster Bay,Cable television,Media & Entertainment,United States,Cablevision Systems Corp.,True,D,M,10/16/1926 0:00,Dolan,Charles,Chairman and Founder,04/04/2023,New York,Northeast,1926.0,10.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Technology,Jack Dorsey,46.0,United States,San Francisco,"Twitter, Square",Technology,United States,Twitter,True,D,M,11/19/1976 0:00,Dorsey,Jack,Cofounder,04/04/2023,California,West,1976.0,11.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Energy,Fan Hongwei,56.0,China,Wujiang,Petrochemicals,Energy,China,Unknown,True,D,F,1/1/1967 0:00,Fan,Hongwei,Unknown,04/04/2023,Unknown,Unknown,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Metals & Mining,Vladimir Kim,62.0,Kazakhstan,Almaty,Mining,Metals & Mining,Kazakhstan,Unknown,True,D,M,10/29/1960 0:00,Kim,Vladimir,Unknown,04/04/2023,Unknown,Unknown,1960.0,10.0,29.0,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Finance & Investments,"Andre Koo, Sr.",55.0,Taiwan,Taipei,Financial services,Finance & Investments,Taiwan,Unknown,False,D,M,5/25/1967 0:00,Koo,Andre,Unknown,04/04/2023,Unknown,Unknown,1967.0,5.0,25.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Fashion & Retail,Ronald Lauder,79.0,United States,New York,Estee Lauder,Fashion & Retail,United States,Unknown,False,D,M,2/26/1944 0:00,Lauder,Ronald,Unknown,04/04/2023,New York,Northeast,1944.0,2.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Manufacturing,Li Chunan,54.0,China,Fushun,Renewable energy,Manufacturing,China,Unknown,True,D,M,10/10/1968 0:00,Li,Chunan,Unknown,04/04/2023,Unknown,Unknown,1968.0,10.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Media & Entertainment,Forrest Li,45.0,Singapore,Singapore,Gaming,Media & Entertainment,Singapore,Unknown,True,D,M,1/1/1978 0:00,Li,Forrest,Unknown,04/04/2023,Unknown,Unknown,1978.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Telecom,Richard Li,56.0,Hong Kong,Hong Kong,Telecom,Telecom,Hong Kong,Unknown,False,D,M,11/8/1966 0:00,Li,Richard,Unknown,04/04/2023,Unknown,Unknown,1966.0,11.0,8.0,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
591,4600,Fashion & Retail,Doug Meijer & family,69.0,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,Unknown,False,Split Family Fortune,M,1/22/1954 0:00,Meijer,Doug,Unknown,04/04/2023,Michigan,Midwest,1954.0,1.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Fashion & Retail,Hank Meijer & family,71.0,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,Unknown,False,Split Family Fortune,M,2/15/1952 0:00,Meijer,Hank,Unknown,04/04/2023,Michigan,Midwest,1952.0,2.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Fashion & Retail,Mark Meijer & family,65.0,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,Unknown,False,Split Family Fortune,M,10/21/1957 0:00,Meijer,Mark,Unknown,04/04/2023,Michigan,Midwest,1957.0,10.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Food & Beverage,Issad Rebrab & family,79.0,Algeria,Algiers,Food,Food & Beverage,Algeria,Unknown,True,D,M,1/1/1944 0:00,Rebrab,Issad,Unknown,04/04/2023,Unknown,Unknown,1944.0,1.0,1.0,151.36,2.0,"$169,988,236,398 ",51.4,109.9,76.7,37.2,66.1,43053054.0,28.033886,1.659626,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Africa
591,4600,Logistics,Fred Smith,78.0,United States,Memphis,FedEx,Logistics,United States,FedEx Corp.,True,D,M,8/11/1944 0:00,Smith,Fred,Chairman and CEO,04/04/2023,Tennessee,South,1944.0,8.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Finance & Investments,Barry Sternlicht,62.0,United States,Miami,Private equity,Finance & Investments,United States,Unknown,True,U,M,11/27/1960 0:00,Sternlicht,Barry,Unknown,04/04/2023,Florida,South,1960.0,11.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Manufacturing,Maximilian Viessmann,34.0,Germany,Battenberg,"Heating, cooling equipment",Manufacturing,Germany,Unknown,False,D,M,2/11/1989 0:00,Viessmann,Maximilian,Unknown,04/04/2023,Unknown,Unknown,1989.0,2.0,11.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
591,4600,Food & Beverage,Russ Weiner,52.0,United States,Delray Beach,Energy drinks,Food & Beverage,United States,Unknown,True,U,M,5/5/1970 0:00,Weiner,Russ,Unknown,04/04/2023,Florida,South,1970.0,5.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
591,4600,Healthcare,Xue Min,66.0,China,Wuhan,Healthcare,Healthcare,China,Unknown,True,N,M,1/1/1957 0:00,Xue,Min,Unknown,04/04/2023,Unknown,Unknown,1957.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
